url,title,comments,state,created_at,closed_at,
https://api.github.com/repos/opencv/opencv/issues/5849,b'Application crashed when imdecode() is called for .jp2 image',"[b""OpenCV uses Jasper library to decode JPEG2000 images, but it fails by `assert` on this line: https://github.com/Itseez/opencv/blob/81f826db2b3945854a87cf7ceb1b2244103dbed9/3rdparty/libjasper/jas_image.c#L1387\n\nBTW, I can't open this image in GIMP (error message). What library do you use to create this image?\n"", b""Thanks for reply.\n\nDebugging our application indeed points to this assertion.\nQ1. Should this happen in release mode? AFAIK, asserts should be dis-included in release mode?\nQ2 Even though we are trying to catch any exception when using imdecode() there is no exception raised.\nQ3 Can you help me on what should be done from my side so that this gets fixed?\n\nI haven't created this image, this image was sent to us with crash report from our customer.\nwe reproduced the issue with several other images, but not with all jp2 images. So far we were not able to distinguish bad from good jp2 image. Only difference so far was operating system on which they are created - Mac vs Windows.\n"", b'1) You are right, `assert` should gone in the release mode but crash can happen a few lines below where unexpected j value is used.\n2) Jasper library is ""C"", there is no chance to use C++ exceptions.\n3) Are you able to open this file by some program? What program/tool/library is used?\n\nI tried OpenCV with system jasper library, but this doesn\'t help.\n\n```\ndnf info jasper-libs\nInstalled Packages\nName        : jasper-libs\nArch        : x86_64\nEpoch       : 0\nVersion     : 1.900.1\nRelease     : 31.fc23\nSize        : 337 k\n\n(gdb) bt\n#0  0x00007ffff0798a98 in raise () at /lib64/libc.so.6\n#1  0x00007ffff079a69a in abort () at /lib64/libc.so.6\n#2  0x00007ffff0791227 in __assert_fail_base () at /lib64/libc.so.6\n#3  0x00007ffff07912d2 in  () at /lib64/libc.so.6\n#4  0x00007ffff6ae9f5f in jas_image_chclrspc () at /lib64/libjasper.so.1\n#5  0x00000000005451d4 in cv::Jpeg2KDecoder::readData(cv::Mat&) ()\n```\n\nBTW, There is [OpenJPEG library](http://www.openjpeg.org/) for JPEG2000 images, but OpenCV doesn\'t support OpenJPEG at this moment. Also there is no guarantee that image can be read by this library.\n', b'Hi,\n\nI used several tools, programs to open this file - Free File Viewer, Honey View, jpylyzer etc.\n(One note, for example Free File Viewer shows this image as Gray, and Honey View as RGB)\nWe used few other tools to check on the image, but except that ""bad"" images are created on Mac, we didn\'t notice anything useful.\n\nThe input where we use imdecode() is raw data, any image type can be passed into. As far as I could see, imdecode() inside dynamically chooses decoder and correct - Jpeg2KDecoder is used. Not sure how much we can influence that, from our own code.\n', b'Jpeg2KDecoder backend is 3rdparty library called ""jasper"". And failure is there.\nSystem ""Jasper"" tools (""jasper-utils-1.900.1-31.fc23.x86_64"" package) fail on this image also:\n\n```\njiv example1.jp2\nICC Profile CS 52474220\njiv: jas_image.c:1394: jas_image_chclrspc: Assertion `j >= 0\' failed.\nAborted (core dumped)\n```\n\nI also tried OpenJPEG tools (openjpeg2-tools.x86_64 2.1.0-7.fc23) and they work fine:\n\n```\nopj2_decompress -i example1.jp2 -o test.bmp\n\n[INFO] Start to read j2k main header (691).\n[INFO] Main header has been correctly decoded.\n[INFO] No decoded area parameters, set the decoded area to the whole image\n[INFO] Header of tile 0 / 0 has been read.\n[INFO] Tile 1/1 has been decoded.\n[INFO] Image data has been updated with tile 1.\n\n[INFO] Stream reached its end !\n[INFO] Generated Outfile test.bmp\n```\n\nBut OpenCV currently supports only Jasper as JPEG2000 backend.\n', b'Can you advise me on what would be procedure in this case?\nDo I need to report issue to jasper since even this gets fixed on jasper it should be integrated to openCV or no?\n\nThanks!\n', b'One additional thing I forgot to ask about assert where it fails:\n\nfor (i = 0; i < numinclrchans; ++i) {\n        j = jas_image_getcmptbytype(inimage, JAS_IMAGE_CT_COLOR(i));\n        assert(j >= 0);  // -- @skomaze this is failing assert --\n        if (!(incmptfmts[i].buf = malloc(width \\* sizeof(long))))\n            goto error;\n        incmptfmts[i].prec = jas_image_cmptprec(inimage, j);\n        incmptfmts[i].sgnd = jas_image_cmptsgnd(inimage, j);\n        incmptfmts[i].width = width;\n        incmptfmts[i].height = 1;\n    }\n\nYou mentioned that it can fail for the call below the assert - jas_image_cmptprec() is the only such place that uses ""j"", but our stack trace doesn\'t point to the function below but to jas_image_chclrspc(), so I am not sure how this can occur in release mode?\n', b'We prefer to update 3rdparty libraries from the upstream, with minimal set of ""inplace"" fixes.\nLooks like Jasper is not very active project at this moment (the latest version 1.900 has been released more than 8 years ago). Some security patches are got from the debian project. I tried the latest version of patches from [here](https://packages.debian.org/sid/libjasper-runtime) via ""jiv"" tool (without success, same message as above)\n\n`jas_image_cmptprec` is macro here, not a function. Also compiler can inline function calls.\n', b'Hi,\n\nI found almost the ""same"" issue reported already:\nhttps://bugs.debian.org/cgi-bin/bugreport.cgi?bug=792226\n\nI followed the suggestion from this bug report and build in the changes in my project. Initial tests seems to do prevent the crash and I think this could be considered as a valid workaround.\n\nBut, I don\'t think this is complete fix since now we will have some working and some non-working .jp2 images. And we still don\'t know what in this non-working images causing jasper and that way openCV as well to be unable to display this images.\n\nSince jasper is inactive project, what are the chances that OpenCV starts supporting some other JPEG2000 backend instead of jasper and implements this in some newer OpenCV release?\nOr any additional suggestions on how should I continue with this opened issue?\n\nThanks and regards!\n', b'Could this help as a workaround example before the integration of OpenJPEG as a replacement for Jasper?\r\nhttps://github.com/Pandinosaurus/OpenJPEGxOpenCV', b'Is there any news/plans to port opencv from jasper to openjpeg?', b""I'd also like to know if there are any plans to replace jasper which seems at this point unmaintained, open CVEs for a while now."", b'I have started implementing an OpenJPEG based JPEG2000 decoder, see\r\nhttps://github.com/StefanBruens/opencv/tree/jpeg2000_openjpeg_port\r\n\r\nFeedback welcome.']",closed,12/21/2015 13:23,3/27/2020 7:18,26
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10369,b'imgcodecs(pxm): fix memcpy size',"[b':+1:', b'CVE-2017-17760 issue. any plan for backporting into 2.4?']",closed,12/21/2017 1:12,12/21/2017 18:52,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10563,"b'imgcodecs: replace assert() calls, add overflow checks'","[b'Hi, this was about CVE-2018-5269. Will the backport to 2.4 also be needed?']",closed,1/9/2018 13:00,1/10/2018 10:19,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9902,b'Out of bounds write causes Segmentation Fault ',"[b'Does this have a cve id @carnil', b""@KSHK: none that I'm aware of, but that would be need to be double-checked against the MITRE master list from http://cve.mitre.org/""]",closed,10/21/2017 19:19,10/30/2017 17:59,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10566,b'imgcodecs: add more Jasper checks for supported and tested cases',"[b'Hi, this was about resolving CVE-2018-5268 and merged into the master.\r\nDoes it need to be backported into 2.4 as well?']",closed,1/9/2018 14:41,1/10/2018 10:19,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10524,b'Please release one security release for version 3.4.0 ',[],closed,1/5/2018 16:52,2/25/2018 16:58,0
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10540,b'Assertion failure happens in bitstrm.cpp because of an incorrect integer cast',[b'This issue was assigned [CVE-2018-5269](http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-5269)'],closed,1/7/2018 12:58,1/10/2018 10:19,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10541,b'A heap based buffer overflow happens in cv::Jpeg2KDecoder::readComponent8u',[b'This issue has been assigned [CVE-2018-5268](https://github.com/opencv/opencv/issues/10541)'],closed,1/7/2018 13:02,1/10/2018 10:19,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10479,b'Buffer overflow in cv::HdrDecoder::checkSignature',[b'This issue was assigned [CVE-2017-18009](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-18009)'],closed,1/1/2018 3:37,1/1/2018 15:44,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9723,b'Out of bounds write causes Segmentation Fault',[b'This issue was assigned CVE-2017-1000450'],closed,9/26/2017 22:19,9/29/2017 14:19,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10351,b'Buffer overflow in grfmt_pxm.cpp::PxMDecoder::readData',[b'This issue was assigned [CVE-2017-17760](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-17760)'],closed,12/19/2017 11:26,12/21/2017 18:52,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/5956,b'Remote code execution via heap corruption',"[b'Please, send the details to admin@opencv.org\n', b'Will do. For record keeping, the two vulnerabilities now have CVE-IDs:\nCVE-2016-1516\nCVE-2016-1517\n', b'Are there fixing commits available for those two issues?', b""hello! I've checked https://arxiv.org/pdf/1701.04739.pdf and https://www.flickr.com/photos/138669175@N07/albums/72157662415158985.\r\n\r\nCannot reproduce the problem. We need more clear specification on where the bug is"", b'@rstevens70 Any news on those?', b""@mshabunin Did you receive any actionable data on admin@opencv.org ?\r\n\r\n@rstevens70 Since you requested CVE, I think it's up to you to provide the required data/information so that @vpisarev is able to understand the issue and fix it. Can you at least share the reproducer files ?"", b""@rhertzog , yes we've received 3 sample files, in current version all three cases are handled correctly - an exception is raised. \r\n\r\nThis issue has been fixed in #9376 along with several others."", b'Could you release um bugfix release ? I see almost 10 CVE(s) [1]\r\n\r\n[1]\r\nhttps://github.com/opencv/opencv/issues?q=label%3A%22category%3A+vulnerability%22\r\n']",closed,1/13/2016 0:18,9/7/2017 14:52,16
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9780,b'Please release one security release.',[],closed,10/5/2017 17:40,10/31/2017 20:49,0
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9311,b'Two DOS bugs of opencv',[b'http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12602\r\nhttp://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12600\r\n'],closed,8/4/2017 10:12,8/22/2017 16:35,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9309,b'Some bugs result to crashes when calling imread of opencv (include heap overflow and out of bound write)',[b'I think it should be taken a glance at. :)\r\nhttp://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12597\r\nhttp://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12598\r\n...'],closed,8/4/2017 9:29,8/22/2017 16:35,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9448,b'imgcodecs: fix code problems with integer overflow / address arithmetic / UB',"[b':+1:', b'Hi,\r\nthis is related to CVE-2017-14136 and merged to mater only.\r\nDoes it need to be backported to 2.4? ( #9376 was backported as #9383 )']",closed,8/23/2017 12:35,8/24/2017 16:07,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9443,b'out of bound write cause Segmentfault',[b'Please use CVE-2017-14136 for this issue.'],closed,8/23/2017 8:45,8/24/2017 16:07,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9371,b'Integer overflow in PxMDecoder::readData',[b'got [CVE-2017-12863](http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12863)'],closed,8/15/2017 6:18,8/22/2017 16:35,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9370,b'AutoBuffer_heap_overflow in grfmt_pxm.cpp',[b'got [CVE-2017-12862](http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12862)'],closed,8/15/2017 6:14,8/22/2017 16:35,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/9372,b'Integer overflow in ReadNumber',"[b'I suggest you to use github feature to \r\n1. [Link to the source code ](https://github.com/opencv/opencv/blob/3.3.0/modules/imgcodecs/src/grfmt_pxm.cpp#L81-L87) , not just writing it down\r\n2. Highlight the source code\r\n```cpp\r\ncv::imread(""2.ReadNumber_int_overflow_poc"");\r\n```\r\nand also\r\n\r\n3. Provide more specific compiler version\r\n   - probably the cmake version and also the cmake options you used.\r\n   - It\'ll help a **LOT** for the others much much more than you imagine.\r\n\r\nBTW, the number written in the file **is large**, so raising a run time error looks valid behavior to me.  What did you expect to see ?', b'Thanks for your suggestion! I will do that next time.\r\nI compile opencv this (GCC Undefined Behavior Sanitizer \xe2\x80\x93 [ubsan)](https://developers.redhat.com/blog/2014/10/16/gcc-undefined-behavior-sanitizer-ubsan/)\r\ncmake -DCMAKE_BUILD_TYPE=Debug -DCMAKE_CXX_FLAGS=""-fsanitize=address,undefined""\r\ncmake version 3.8.2\r\nso the integer overflow warning is printed, or else will cause unpredictable errors\r\n', b'got CVE-2017-12864', b""probably it's better to [link](http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12864), not just writing down.\r\nnice work !""]",closed,8/15/2017 6:22,8/22/2017 16:35,8
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/6694,b'OpenCV 2.x uses vulnerable version of libpng',"[b'[opencv manager App on play store](https://play.google.com/store/apps/details?id=org.opencv.engine&hl=en) needs to be updated, too, [i guess](http://answers.opencv.org/question/98805/need-update-opencv-manager-apk-for-google-play-warning/)\n', b'OpenCV 2.4.x Android SDK has been updated:\r\nhttps://sourceforge.net/projects/opencvlibrary/files/opencv-android/2.4.13/\r\n', b'(@alalek) **This is not related to OpenCV and will not help with original problem**\r\n\r\n---\r\nhttps://github.com/sofensymbole/Libpng-1.6.23\r\n\r\nTry this link , it is created to remove vulnerability of libpng. app sucessfully uploaded by use of it. \r\n']",closed,6/17/2016 13:41,7/1/2016 10:32,6
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/5104,b'null pointer dereference openCV',"[b'thanks for the report, it can be reproduced as simple as:\n\n```\ncv::String s = """"; //empty\nsize_t pos = s.find_last_of(""x"");\n```\n\nthere seems to be a check for len_==0 missing here:\n\nhttps://github.com/Itseez/opencv/blob/master/modules/core/include/opencv2/core/cvstd.hpp#L938  / #L913\n', b""As I am the author of the tool, is there any way that I could adapt the tool so that it doesn't suffer from this problem anymore? Then I can include it in the next update.\n"", b'Hi, the fix is simple, before using the pointer, ensure that it is not equal to NULL here,\nhttps://github.com/Itseez/opencv/blob/master/modules/core/include/opencv2/core/cvstd.hpp#L942\n\nalso as @berak said, you need to check for len_==0 which is missing here:\nhttps://github.com/Itseez/opencv/blob/master/modules/core/include/opencv2/core/cvstd.hpp#L938 / #L913\n', b'Ow okay, then the fix is not directly inside the tool itself, but rather in functions it uses. Could you open up a PR with the fix?\n', b'Reply from CVE assignment team:\n\nWe do not agree that this is, in general, a NULL pointer dereference\nissue. The mistake that exists directly in the referenced source code\nis an attempt to assign the value of -1 to an unsigned integer (pos).\nThis causes pos to have a huge positive value. Then, ""i = cstr_ + pos""\ncauses i to be an invalid pointer, and *i is an invalid pointer\ndereference that causes a crash.\n\nHowever, the original problem might be elsewhere in the\nopencv_annotation source code. You are reporting that the value of\ncstr_ is 0x0. In that situation, find_last_of should not have been\ncalled at all, regardless of whether find_last_of was correctly\nimplemented. If cstr_ is 0x0, find_last_of would typically be\nsearching in memory locations that have small positive values (e.g.,\nmemory location 1), and this is obviously not useful. The original\nproblem that you discovered may be a cv::String object that\nunintentionally was constructed with 0x0 as both the len_ value and\nthe cstr_ value.\n\nThe ""berak"" example of:\n\n   cv::String s = """"; //empty\n\nmay help to illustrate the source-code problem; however, it is unclear\nwhether any possible use of the opencv_annotation program would result\nin a cv::String object where cstr_ was nonzero but len_ was zero.\n\nThus, we can divide this into two cases, A and B.\n\nA. Your discovery is a chain of issues in which:\n1. cstr_ is, for an unknown reason, equal to 0x0 but find_last_of is\n    called anyway\n2. because len_ is also 0x0, there is an incorrect attempt to associate -1\n    with an unsigned data type\n3. this later leads to an invalid pointer dereference\n\nUse CVE-2015-5710 to refer to the vulnerability defined by this chain\nof issues.\n\nB. The ""berak"" discovery shows a source-code error, but it is not\n   known whether this error is reachable during use of the\n   opencv_annotation program. Thus, the ""berak"" discovery does not\n   currently have a CVE ID. If there is future research that\n   identifies a call to find_last_of in which len_ is 0x0 but cstr_ is\n   not 0x0, then that case could have a different CVE ID.\n\n---\n\nCVE assignment team\n', b'once the String::find_last_of issue gets fixed, glob() tries to get smart, if given an empty folder string, and tries to search the current dir (""."") . it would still need a default for the txtfile.\n\n@StevenPuttemans , maybe you could use the CmdLineParser:\n\nhttps://gist.github.com/berak/53d1c0f1c67074168789\n\ndrawback is the different syntax: `annotate --images=some/path/ --annotation=my.txt`  (which is not very intuitive) , but at least this makes sure there\'s a valid folder and a sensible default for the textfile (also it won\'t get fooled by dummy params like in the issue above)\n\nlast, but not least, it might need checking the imread() output (there might be non-images in the path)\n', b'@alaamub @berak \nif I understand it correctly, the only time stuff like this is happening is when people supply wrong parameters? How does train_cascade or create_samples cope with that then? Because that seems to be identical.\n\nFor me, if this is pure the case of people needing to pay attention, then I am not really up to changing the complete interface. The syntax is now straightforward and identical for all tools.\n\nAs for\n--> checking the input, seems fair and reasonable\n--> checking if the path actually exists on the system can be done also\n\nWill apply those fixes asap!\n', b'As i mentioned in the post earlier, two issues need to be tackled here,\n1. cstr_ is, for an unknown reason, equal to 0x0 but find_last_of is called anyway (you may need to fix this)\n2. because len_ is also 0x0, there is an incorrect attempt to associate -1 with an unsigned data type (making len_ 0x0 makes the unsigned ""pos"" negative and that leads to the crash and this is something you need to fix) so check for the length first to avoid ""pos"" to be negative. and then check to see why cstr_ for an unknown reason is equal to 0x0. you can also implement the two things you mentioned (checking the input, checking if the path actually exists). thanks \n', b'Like you can see, I added checks for a correct input image read, the existance of the folder and the fact that the output stream is actually created or not. This for both 2.4 and master branch!\n', b'this should make it to work, once you release it i will test it again . thanks \n', b'All bugfixes seem processed, lets wait and see if it gets merged now :)\n', b'Both fixes were merged, so this can be closed down.\n', b'Thanks.\n']",closed,7/31/2015 17:56,8/10/2015 17:04,26
,,,,,,264
